fieldstonull,id,account_priority_score_vod__c,account_vod__c,account_vod__r,action_count_vod__c,actioned_vod__c,attachedcontentdocuments,attachments,call_objective_clm_id_vod__c,call_objective_from_date_vod__c,call_objective_on_by_default_vod__c,call_objective_record_type_vod__c,call_objective_to_date_vod__c,call_objectives_vod__r,calls_vod__r,combinedattachments,contentdocumentlinks,createdby,createdbyid,createddate,dismiss_count_vod__c,dismissed_vod__c,display_dismiss_vod__c,display_mark_as_complete_vod__c,display_score_vod__c,duplicaterecorditems,email_template_id_vod__c,email_template_vault_id_vod__c,email_template_vod__c,emails,expiration_date_vod__c,isdeleted,islocked,lastmodifiedby,lastmodifiedbyid,lastmodifieddate,lastreferenceddate,lastvieweddate,lookedupfromactivities,mark_complete_count_vod__c,marked_as_complete_vod__c,mayedit,name,no_homepage_vod__c,notes,notesandattachments,owner,ownerid,planned_call_date_vod__c,posted_date_vod__c,priority_vod__c,processinstances,processsteps,reason_vod__c,recordtype,recordtypeid,record_type_name_vod__c,sent_email_vod__r,suggestion_external_id_vod__c,suggestion_feedback_vod__r,suggestion_tags_vod__r,suppress_reason_vod__c,survey_targets__r,systemmodstamp,tags,title_vod__c,topicassignments,userrecordaccess,idate
NULL,,399,0010B00001lIgQeQAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_115,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,398,0010B00001lIgQgQAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_116,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,397,0010B00001lIgQiQAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_117,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,396,0010B00001lIjmJQAS,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_118,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,395,0010B00001lIjmMQAS,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_119,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,394,0010B00001lWqsnQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_120,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,393,0010B00001lWqspQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_121,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,392,0010B00001lWqsqQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_122,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,391,0010B00001lWqsrQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_123,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,390,0010B00001lWqswQAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_124,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,389,0010B00001lWwAqQAK,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_125,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,388,0010B00001lX598QAC,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_126,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,387,0010B00001lZkUBQA0,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_127,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,386,0010B00001lZkUDQA0,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_128,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,385,0010B00001lZkUEQA0,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_129,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,384,0010B00001lZkUFQA0,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_130,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,383,0010B00001lZkUHQA0,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_131,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,382,0010B00001lZkUKQA0,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_132,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,381,0010B00001le4UjQAI,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_133,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,380,0010B00001le4UmQAI,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_134,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,379,0010B00001le4UqQAI,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_135,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,378,0010B00001le4UtQAI,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_136,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,377,0010B00001le4UxQAI,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_137,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,376,0010B00001le4VDQAY,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_138,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,375,0010B00001lepelQAA,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_139,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,374,0010B00001lepemQAA,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_140,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,373,0010B00001lepesQAA,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_141,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,372,0010B00001lepetQAA,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_142,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,371,0010B00001lfHKLQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_143,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,370,0010B00001lfHKQQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_144,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,369,0010B00001lfHKRQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_145,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,368,0010B00001lfHKVQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_146,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,367,0010B00001lfHKWQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_147,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,366,0010B00001lfHKXQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_148,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,365,0010B00001lfHKZQA2,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_149,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,364,0010B00001lfHKaQAM,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_150,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,363,0010B00001lfJ8cQAE,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_151,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,362,0010B00001lfJ8dQAE,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_152,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,361,0010B00001lfJ8fQAE,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_153,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,360,0010B00001lfJ8gQAE,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_154,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,359,0010B00001lfJ8mQAE,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_155,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,358,0010B00001lfTyMQAU,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_156,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
NULL,,357,0010B00001lfTyPQAU,NULL,NULL,NULL,NULL,NULL,NULL,12/7/2018,TRUE,Suggestion_vod,4/1/2019,NULL,NULL,NULL,NULL,NULL,,,,,TRUE,TRUE,FALSE,NULL,NULL,NULL,FALSE,NULL,4/1/2019,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL,NULL,,,TRUE,,FALSE,NULL,,NULL,,NULL,NULL,Normal_vod,NULL,NULL,We suggest sending this HCP an email,NULL,012U0000000QsZuIAK,Email_vod,NULL,ACC_POC_157,NULL,NULL,FALSE,NULL,,NULL,Send an Email,NULL,NULL,2018-12
